,Review_title,Review_text,Ratings
1496,Just wow!,"It is a good laptop with no heating issues and fan noise. Cooling fans are very silent and powerful so that you can work by putting on your lap, even though you can't feel any heat. Coming to the screen, it's simply awesome. There is no difference to normal screen and OLED screen. RAM is very good and you'll get around 470GB as storage. Graphic card is simply amazing. Coming to battery backup, it will give around 6-7 hours on normal usage and 8 hours on battery saver mode. Battery is not an i...
READ MORE",5
1497,Terrific purchase,Amazing Laptop with 0 heating problems,5
1498,Must buy!,Too good laptop.,5
1499,Really Nice,Excellent laptop buy in big billion day at 23 September only thing i hate is price is 62990 when i buy and now is 60990 😑 got delivered at 29 September 🙏 shut down in 2 second and back on in 3 second.,4
1500,Awesome,"Happy with the purchase.

Note: Touch interface != Touch screen",5
1501,Excellent,this was making amazing performance,5
1502,Just wow!,"Amazing performance pc,
Best choice for designers and studio as well as gaming.
Good battery backup and no heating issue.",5
1503,Nice product,"laptop is a great deal in the price range. Worked with Premiere Pro and Adobe Photoshop both render and run super smoothly.(3 month free trail is included for this product)
This display is great,the Dolby audio is fantastic and the body is metallic finish.
I dont play games so cant say about it.The battery backup is over 4 to 6 hours in normal use. Overall a terrific purchase. I Love It... got a wings",4
1504,Just wow!,"Awesome laptop in this price range..there is no laptop is available in this price with this specification...battery backup is good ..8 core processor is too good for multitasking... running matlab,3ds Max running smoothly..
No additional ram slot.fast charging is good.My asus app is added advantage...u can blindly go for this laptop ..and the build is wonderful...in other brands only high end model u will get this kind of build quality.Microsoft office lifetime is included.If anyone is unable...
READ MORE",5
1505,Worth every penny!!,"I have a soft corner for Dell, but nowadays Dell laptops are too costly to bear... After my first time buying an ASUS laptop, I can only say... Ahh, an amazing one... It's a lightweight creator as well as a gaming laptop. The AMD Ryzen 7 4800H processor is really good (it takes 1 - 1.5 sec to open from shutdown position), the battery backup is quite decent (9 - 10 hours), and the display is just awesome.

Though it has a plastic body, it is a sturdy one, not the cheap type and the overall loo...
READ MORE",5
1506,Just wow!,"It is a good laptop with no heating issues and fan noise. Cooling fans are very silent and powerful so that you can work by putting on your lap, even though you can't feel any heat. Coming to the screen, it's simply awesome. There is no difference to normal screen and OLED screen. RAM is very good and you'll get around 470GB as storage. Graphic card is simply amazing. Coming to battery backup, it will give around 6-7 hours on normal usage and 8 hours on battery saver mode. Battery is not an i...
READ MORE",5
1507,Terrific purchase,Amazing Laptop with 0 heating problems,5
1508,Must buy!,Too good laptop.,5
1509,Really Nice,Excellent laptop buy in big billion day at 23 September only thing i hate is price is 62990 when i buy and now is 60990 😑 got delivered at 29 September 🙏 shut down in 2 second and back on in 3 second.,4
1510,Awesome,"Happy with the purchase.

Note: Touch interface != Touch screen",5
1511,Excellent,this was making amazing performance,5
1512,Just wow!,"Amazing performance pc,
Best choice for designers and studio as well as gaming.
Good battery backup and no heating issue.",5
1513,Excellent,this was making amazing performance,5
1514,Terrific purchase,"Super Laptop With Exllent Specifications. 1080P WEB Cam ,
Dolby Atmos Support, Fingerprint Sensor.
Ryezen7 16GB Ram Super Performance",5
1515,Brilliant,"Ryzen 7 4800H - Amazing performance 😍
Better backup 4:00-7:00hours
Display - just wow😲
Design - out standing professional look
Value for money - just ok😬
Overall ratings for my side - 4.5/5 🙌",5
1516,Highly recommended,"For people who want to know whether the fingerprint is present or not, the answer is YES fingerprint sensor is present in the power button.",5
1517,Worth every penny,Performance of this laptop is very good. Battery is average like it continues 3-4 hrs. max if one use normal apps or browser. Otherwise it's smooth and very fast.,5
1518,Great product,"Excellent at this price😍
You can blindly buy this product🥳
Metal body-5 ⭐
Performance -5⭐
One of my favourite feature fingerprint sensor and display 💥
Battery 🔋-ok",5
1519,Brilliant,Feels premium in hand,5
1520,Does the job,No problem from the Asus side but windows can be a bit tricky....,3
1521,Brilliant,"Working very smoothly.

Definitely a worth product. 👍👍",5
1522,Useless product,Battery too bad,1
1523,Just wow!,Very best laptop,5
1524,Awesome,"Simply Awesome and very good performance, worth every single rupee, Simply go for it.",5
1525,Very poor,This price is very tricky for me .. i only use for movies and worst from asus,1
1526,Good,Sound system is not upto the mark,3
1527,Good quality product,"Awesome product, I am satisfied",4
1528,Excellent,this was making amazing performance,5
1529,Terrific purchase,"Super Laptop With Exllent Specifications. 1080P WEB Cam ,
Dolby Atmos Support, Fingerprint Sensor.
Ryezen7 16GB Ram Super Performance",5
1530,Brilliant,"Ryzen 7 4800H - Amazing performance 😍
Better backup 4:00-7:00hours
Display - just wow😲
Design - out standing professional look
Value for money - just ok😬
Overall ratings for my side - 4.5/5 🙌",5
1531,Highly recommended,"For people who want to know whether the fingerprint is present or not, the answer is YES fingerprint sensor is present in the power button.",5
1532,Worth every penny,Performance of this laptop is very good. Battery is average like it continues 3-4 hrs. max if one use normal apps or browser. Otherwise it's smooth and very fast.,5
1533,Great product,"Excellent at this price😍
You can blindly buy this product🥳
Metal body-5 ⭐
Performance -5⭐
One of my favourite feature fingerprint sensor and display 💥
Battery 🔋-ok",5
1534,Brilliant,Feels premium in hand,5
1535,Does the job,No problem from the Asus side but windows can be a bit tricky....,3
1536,Brilliant,"Working very smoothly.

Definitely a worth product. 👍👍",5
1537,Useless product,Battery too bad,1
1538,Perfect product!,Good product,5
1539,Absolute rubbish!,Not good....... product...... slow performance,1
1540,Not recommended at all,Bad quality,1
1541,Fair,Good product butin this oricethey have to give light keyword in it ... Overall very good product,3
1542,Fabulous!,Glad to shop ... Must buy,5
1543,Perfect product!,Nice,5
1544,Excellent,Nice,5
1545,Highly recommended,"Trust me ... This Laptop Performance is Superb. Multitasking is work very smoothly. And Coding software like VS code , Pycharm , Android Studio etc is work smoothly .
Normal 1080p Video Rendering is work smoothly .
Battery Backup is almost Good .
We used 100% battery of this laptop for multitasking and coding.
It gave 7 hours of battery backup.
Display is very charming. Display Look like a Samsung Superb Amoled display.

Keyboard Typing experience is best. And Keyboard backlight is v...
READ MORE",5
1546,Fair,"I'll list the cons first and then the pros.
-The fingerprint reader is a hit or miss. I've experienced that almost half or more than half times it doesn't work.
-The battery: it runs out a bit too quickly but given that it's an OLED display it guzzles battery quickly but still it's not good. I use it on best power efficiency mode and around 70% brightness and I'm barely able to squeeze out 5+ hours.
-The charging: it charges fast....but it's too fast which sometimes is a good thing and i wou...
READ MORE",3
1547,Fabulous!,"Excellent laptop which has a solid metal build quality, keyboard is fantastic and it's very easy to carry around.

Pros :
1. Out of the world OLED screen with 2.8k resolution ( same as 1.6 lakh zenbook)
2. Blazing fast Intel 12th gen i5 ( beats 11th gen i7 and Ryzen 7- yes you read it right, go search)
3. Excellant keyboard travel plus track pad.
4. Two type c ports with type c charger ( can charge mobile as well through laptop charger)
5. Metal construction, Backlit keyboard, 512 latest SSD,...
READ MORE",5
